epoch,AUC,accuracy,loss,val_AUC,val_accuracy,val_loss
0,0.5852599740028381,0.02020798809826374,5.417705535888672,0.7572245597839355,0.11300092935562134,4.830820560455322
1,0.7472928762435913,0.09335854649543762,4.590255260467529,0.8768158555030823,0.23695246875286102,4.0726213455200195
2,0.8520554304122925,0.18258094787597656,3.765052556991577,0.9227373600006104,0.3317800462245941,3.2261407375335693
3,0.8981174826622009,0.26364925503730774,3.1036016941070557,0.9370244741439819,0.37721341848373413,2.7562341690063477
4,0.9190300703048706,0.331127405166626,2.6207387447357178,0.942177414894104,0.4135601222515106,2.5108747482299805
5,0.9344481825828552,0.37745213508605957,2.300518751144409,0.944879412651062,0.42893755435943604,2.3480823040008545
6,0.9424694776535034,0.42247694730758667,2.0399980545043945,0.9466596841812134,0.45200371742248535,2.2245876789093018
7,0.9507262110710144,0.45840227603912354,1.8221662044525146,0.948078989982605,0.4641192853450775,2.1626811027526855
8,0.9564576745033264,0.4799101948738098,1.6666913032531738,0.9484288692474365,0.4787977635860443,2.0899901390075684
9,0.9605482816696167,0.5112266540527344,1.5280585289001465,0.948382556438446,0.49464118480682373,2.052624464035034
10,0.9649696946144104,0.5334436297416687,1.398051381111145,0.9484400749206543,0.501863956451416,1.9942445755004883
11,0.9671429991722107,0.5618057250976562,1.291480302810669,0.9498242139816284,0.5058248043060303,1.974044919013977
12,0.9714310169219971,0.5920585989952087,1.176550030708313,0.9499378204345703,0.517241358757019,1.9529045820236206
13,0.9724695086479187,0.595249354839325,1.1179529428482056,0.9504530429840088,0.5263280272483826,1.919904112815857
14,0.9766184091567993,0.6201843619346619,1.0203964710235596,0.9500149488449097,0.5272600054740906,1.8983807563781738
15,0.9779465794563293,0.6464192867279053,0.9374208450317383,0.9491580724716187,0.5195713043212891,1.9211368560791016
16,0.9792081117630005,0.653864324092865,0.8919609785079956,0.9487879276275635,0.5316868424415588,1.866408109664917
17,0.9823000431060791,0.6778539419174194,0.8241915106773376,0.9486238956451416,0.5333178043365479,1.8709914684295654
18,0.9813632965087891,0.6837627291679382,0.7661531567573547,0.948894739151001,0.5479962825775146,1.8553093671798706
19,0.9843869209289551,0.6951075196266174,0.7181411981582642,0.9476129412651062,0.5484622716903687,1.8470439910888672
20,0.9871522188186646,0.7135428786277771,0.668667733669281,0.945878267288208,0.5465983152389526,1.8585922718048096
21,0.9872531294822693,0.7227605581283569,0.6348507404327393,0.946116030216217,0.5503261685371399,1.84477961063385
22,0.9885625243186951,0.7374143004417419,0.5935192704200745,0.9467741847038269,0.5563839673995972,1.8456058502197266
23,0.9887731075286865,0.7461593151092529,0.5654661059379578,0.9451075792312622,0.5489282608032227,1.8528096675872803
24,0.9897335767745972,0.752422571182251,0.533009946346283,0.9448290467262268,0.5465983152389526,1.8513050079345703
25,0.9909274578094482,0.7673127055168152,0.48903751373291016,0.9456645846366882,0.5554519891738892,1.8357219696044922
26,0.991641104221344,0.7838572263717651,0.4618762731552124,0.9454044103622437,0.5568499565124512,1.8307907581329346
27,0.9935522079467773,0.7779484987258911,0.44508835673332214,0.9446873664855957,0.5605778098106384,1.83255136013031
28,0.991193413734436,0.7894114851951599,0.4407811164855957,0.9439039826393127,0.5645386576652527,1.8340823650360107
29,0.9927157163619995,0.793783962726593,0.41438665986061096,0.9430042505264282,0.5587139129638672,1.8348532915115356
30,0.9935963749885559,0.8002836108207703,0.39607927203178406,0.942868709564209,0.5652376413345337,1.8324902057647705
31,0.9926028847694397,0.7987473607063293,0.40274614095687866,0.9438263177871704,0.568965494632721,1.8275835514068604
32,0.9934741854667664,0.8030016422271729,0.3921825885772705,0.9436337947845459,0.5684995055198669,1.8295652866363525
33,0.9941545724868774,0.8130465745925903,0.37667667865753174,0.9448012709617615,0.570363461971283,1.8216369152069092
34,0.9945495128631592,0.8142282962799072,0.36554020643234253,0.9432395100593567,0.572227418422699,1.8242838382720947
35,0.9944348931312561,0.816828191280365,0.36525553464889526,0.9425852298736572,0.5666356086730957,1.8275026082992554
36,0.9937238097190857,0.8162372708320618,0.3680184483528137,0.9430558085441589,0.57059645652771,1.8266328573226929
37,0.9937373399734497,0.820137083530426,0.3481943905353546,0.9428868889808655,0.5733923316001892,1.8205347061157227
38,0.994924008846283,0.8294729590415955,0.3329671323299408,0.9422078132629395,0.5733923316001892,1.819007158279419
39,0.9945648312568665,0.8260458707809448,0.3363893926143646,0.9431269764900208,0.5785181522369385,1.822227954864502
