epoch,AUC,accuracy,loss,val_AUC,val_accuracy,val_loss
0,0.6036897897720337,0.023871425539255142,5.311948299407959,0.688761830329895,0.07851817458868027,5.091174602508545
1,0.7505998611450195,0.08508627116680145,4.55436372756958,0.8380731344223022,0.16658900678157806,4.174285888671875
2,0.8191714286804199,0.139565110206604,3.975290298461914,0.8716257810592651,0.205498605966568,3.705223321914673
3,0.8552631139755249,0.18340817093849182,3.556259870529175,0.8848931193351746,0.23741845786571503,3.473348379135132
4,0.8777982592582703,0.2253604382276535,3.2043371200561523,0.8934913873672485,0.26281455159187317,3.3273794651031494
5,0.8940117955207825,0.2527771294116974,2.9697611331939697,0.8971050381660461,0.2728331685066223,3.2246625423431396
6,0.904625654220581,0.28539353609085083,2.7273809909820557,0.9033134579658508,0.2884436249732971,3.096257448196411
7,0.9143198132514954,0.3064287304878235,2.5768628120422363,0.9064619541168213,0.31267473101615906,3.0090436935424805
8,0.9211595058441162,0.32651856541633606,2.4200081825256348,0.9050359725952148,0.32059645652770996,3.0099143981933594
9,0.9298155903816223,0.35440793633461,2.254340648651123,0.905035674571991,0.3292171359062195,2.934607982635498
10,0.9302816987037659,0.3733159899711609,2.1482248306274414,0.9050803184509277,0.3324790298938751,2.9356985092163086
11,0.9357098937034607,0.3870243430137634,2.0316927433013916,0.9088855385780334,0.34203168749809265,2.9034740924835205
12,0.941080629825592,0.4098321795463562,1.9125795364379883,0.9092336297035217,0.3529822826385498,2.8584911823272705
13,0.9421955347061157,0.42377689480781555,1.8356366157531738,0.9076745510101318,0.3464585244655609,2.8806333541870117
14,0.946121335029602,0.44244858622550964,1.7638332843780518,0.9076789021492004,0.3513513505458832,2.8878684043884277
15,0.9498217701911926,0.4532025456428528,1.6711448431015015,0.905620276927948,0.3506523668766022,2.873084545135498
16,0.9556090831756592,0.479319304227829,1.5363011360168457,0.9100666046142578,0.36369991302490234,2.8225245475769043
17,0.9590851664543152,0.49184590578079224,1.4669610261917114,0.9094388484954834,0.37884435057640076,2.8089866638183594
18,0.9598234295845032,0.49905461072921753,1.4302864074707031,0.9084243178367615,0.37977632880210876,2.796485424041748
19,0.9604078531265259,0.5060269236564636,1.3829302787780762,0.9097217321395874,0.3760484755039215,2.8015952110290527
20,0.9618884325027466,0.5178444981575012,1.350224494934082,0.9065563678741455,0.38606709241867065,2.780007839202881
21,0.9629396796226501,0.5284802913665771,1.3225104808807373,0.9064818024635315,0.3888629972934723,2.775770902633667
22,0.9645561575889587,0.5303710699081421,1.2788639068603516,0.9060581922531128,0.3818732500076294,2.7992565631866455
23,0.9652130603790283,0.5345072150230408,1.2538145780563354,0.9082949757575989,0.3911929130554199,2.7923145294189453
24,0.9686295390129089,0.5512881278991699,1.2073585987091064,0.9044180512428284,0.3821062445640564,2.781813383102417
25,0.9705517292022705,0.5567241907119751,1.1590397357940674,0.9053804874420166,0.3893289864063263,2.7882449626922607
26,0.972550094127655,0.55861496925354,1.1414713859558105,0.9077116847038269,0.3914259076118469,2.769047975540161
27,0.9694998264312744,0.5652328133583069,1.1339210271835327,0.906452476978302,0.3958527445793152,2.75419282913208
28,0.9702781438827515,0.5738596320152283,1.0881092548370361,0.9058643579483032,0.38769805431365967,2.765998601913452
29,0.9711464643478394,0.5746868252754211,1.0635850429534912,0.9057198166847229,0.3951537609100342,2.7627267837524414
