epoch,AUC,accuracy,loss,val_AUC,val_accuracy,val_loss
0,0.5780718326568604,0.01701725274324417,5.268610954284668,0.5577840805053711,0.013513513840734959,5.268017768859863
1,0.7595043182373047,0.09666745364665985,4.737337112426758,0.6191785335540771,0.045899346470832825,5.085225582122803
2,0.8835244178771973,0.19948002696037292,3.634234666824341,0.9232155084609985,0.28937557339668274,3.273099899291992
3,0.9298552870750427,0.3005199730396271,2.787205457687378,0.8801762461662292,0.24091333150863647,3.503533363342285
4,0.9498432874679565,0.3761522173881531,2.2261393070220947,0.8443804979324341,0.19734390079975128,3.82511830329895
5,0.9600343108177185,0.4581659138202667,1.8276077508926392,0.8519202470779419,0.21901211142539978,3.657491683959961
6,0.9704115390777588,0.5152446031570435,1.5090761184692383,0.9381650686264038,0.4030754864215851,2.4725098609924316
7,0.9751099348068237,0.5522335171699524,1.3194761276245117,0.9442774057388306,0.43802422285079956,2.294090986251831
8,0.9781938791275024,0.5752776861190796,1.2114826440811157,0.9519305229187012,0.4927772581577301,2.032886028289795
9,0.9803785681724548,0.6056487560272217,1.102837085723877,0.948575496673584,0.4843895733356476,2.0995233058929443
10,0.9834744930267334,0.6343653798103333,0.9711124897003174,0.9403563141822815,0.454333633184433,2.23976731300354
11,0.9855615496635437,0.6464192867279053,0.8956775069236755,0.9474543929100037,0.5102516412734985,2.013705253601074
12,0.986379861831665,0.6774994134902954,0.8120086789131165,0.9492745995521545,0.5396085977554321,1.9276001453399658
13,0.9876047968864441,0.6959347724914551,0.7407591342926025,0.9528365731239319,0.5524231195449829,1.8158825635910034
14,0.9900954365730286,0.7182698845863342,0.6611372232437134,0.9435228109359741,0.5414724946022034,1.9281120300292969
15,0.9907763600349426,0.7385960817337036,0.6176072359085083,0.9471414089202881,0.5456663370132446,1.900023341178894
16,0.9916580319404602,0.7564405798912048,0.5539258122444153,0.9262867569923401,0.45107176899909973,2.3838024139404297
17,0.9920521974563599,0.7598676681518555,0.5248029232025146,0.9508306980133057,0.5852749347686768,1.7058990001678467
18,0.9916555285453796,0.7801938056945801,0.48312443494796753,0.9527553915977478,0.5843429565429688,1.7198350429534912
19,0.9925667643547058,0.7790120244026184,0.47539016604423523,0.554360032081604,0.02493010275065899,5.709182262420654
